id,title,budget_clean,revenue_clean,roi
19997,Niagara,1250000,8500000,6.8
82525,Savages,45000000,82966152,1.843692267
281,Strange Days,42000000,7959291,0.189506929
10559,Frequency,31000000,68106245,2.196975645
10633,In the Heat of the Night,2000000,27379978,13.689989
2118,L.A. Confidential,35000000,126216940,3.606198286
169917,A Walk Among the Tombstones,28000000,53181600,1.899342857
8197,Midnight in the Garden of Good and Evil,35000000,25105255,0.717293
10398,Double Jeopardy,70000000,177841558,2.540593686
29193,The Spanish Prisoner,10000000,13835130,1.383513
573,Frenzy,3500000,12600000,3.6
1949,Zodiac,65000000,84785914,1.304398677
9828,Unknown,3700000,3338228,0.902223784
793,Blue Velvet,6000000,8551228,1.425204667
5955,The Pledge,35000000,29400000,0.84
12201,Edge of Darkness,80000000,74901339,0.936266738
2275,The General's Daughter,60000000,149705852,2.495097533
1580,Rope,1500000,2200000,1.466666667
4997,Wonderland,5000000,2466444,0.4932888
11468,Salton Sea,18000000,676698,0.037594333
26791,Brigham City,1000000,852206,0.852206
290751,Secret in Their Eyes,19500000,34854990,1.787435385
25137,Beyond a Reasonable Doubt,25000000,4388563,0.17554252
13526,The Weight of Water,16000000,109130,0.006820625
13536,City By The Sea,40000000,22433915,0.560847875
3580,Changeling,55000000,113020255,2.054913727
592,The Conversation,1600000,4420000,2.7625
4771,Gone Baby Gone,19000000,34619699,1.822089421
9504,Glengarry Glen Ross,12500000,10725228,0.85801824
10424,Jennifer Eight,20000000,11390479,0.56952395
32669,The Two Jakes,19000000,10000000,0.526315789
10673,Wall Street,15000000,43848069,2.9232046
13715,At Close Range,6500000,2347000,0.361076923
10734,Escape from Alcatraz,8000000,43000000,5.375
82633,Lawless,26000000,53676580,2.064483846
75622,Rampart,12000000,972512,0.081042667
21950,Jackson County Jail,445000,2300000,5.168539326
261023,Black Mass,53000000,98837872,1.864865509
903,Cool Hand Luke,3000000,16217773,5.405924333
226,Boys Don't Cry,2000000,11540607,5.7703035
1429,25th Hour,15000000,13060843,0.870722867
12281,Mean Creek,500000,603943,1.207886
18900,In Cold Blood,3500000,13007551,3.716443143
227,The Outsiders,10000000,33697647,3.3697647
15577,Crossing Over,25000000,1037335,0.0414934
475,Bonnie and Clyde,2500000,50700000,20.28
641,Requiem for a Dream,4500000,7390108,1.642246222
504,Monster,8000000,60378584,7.547323
235,Stand by Me,8000000,52287414,6.53592675
476,Drugstore Cowboy,2500000,4729352,1.8917408
4133,Blow,53000000,83282296,1.571364075
173689,Lights of New York,75000,1200000,16
5121,The Sugarland Express,3000000,12800000,4.266666667
654,On the Waterfront,910000,9600000,10.54945055
650,Boyz n the Hood,6500000,57504069,8.846779846
21052,Levity,7500000,209151,0.0278868
595,To Kill a Mockingbird,2000000,13129846,6.564923
398,Capote,7000000,49084830,7.012118571
14125,Captivity,17000000,2626800,0.154517647
11454,Manhunter,15000000,8620929,0.5747286
25066,Tales from the Hood,6000000,12000000,2
18573,House of Wax,658000,23800000,36.17021277
4232,Scream,14000000,173046663,12.36047593
11967,Young Guns,13000000,44726644,3.440511077
11398,The Art of War,40000000,30199105,0.754977625
42807,The Newton Boys,27000000,76000000,2.814814815
4638,Hot Fuzz,12000000,80573774,6.714481167
254904,The November Man,15000000,32556119,2.170407933
55846,Blitz,15774948,741875,0.047028681
336004,Heist,8900000,4100000,0.460674157
198184,Chappie,49000000,104399548,2.13060302
9739,Demolition Man,57000000,159055768,2.79045207
11412,The Long Kiss Goodnight,65000000,89456761,1.376257862
25719,Shooting Fish,3000000,302204,0.100734667
9273,Ace Ventura: When Nature Calls,30000000,212385533,7.079517767
4985,The Longest Yard,2900000,43008075,14.83037069
353070,Going in Style,25000000,84618541,3.38474164
207703,Kingsman: The Secret Service,81000000,414351546,5.115451185
38322,"Big Mommas: Like Father, Like Son",32000000,83615414,2.612981688
112205,The Family,30000000,36894225,1.2298075
187017,22 Jump Street,50000000,188441614,3.76883228
9430,Go,6500000,28451622,4.377172615
53172,Henry's Crime,12000000,204940,0.017078333
5,Four Rooms,4000000,4300000,1.075
11185,"See No Evil, Hear No Evil",18000000,46908987,2.606054833
41780,A Rage in Harlem,8000000,10400000,1.3
36576,Curse of the Pink Panther,11000000,4491986,0.408362364
9600,Big Momma's House,30000000,173959438,5.798647933
11896,Throw Momma from the Train,14000000,57915972,4.136855143
16723,Sugar & Spice,11000000,13276953,1.206995727
146238,Runner Runner,30000000,62616646,2.087221533
4477,The Devil's Own,90000000,140807547,1.5645283
302946,The Accountant,44000000,155160045,3.526364659
18405,The Last House on the Left,15000000,32721635,2.181442333
41374,The First Power,10000000,22424195,2.2424195
9533,Red Dragon,78000000,209196298,2.682003821
70436,The Raven,26000000,29657751,1.140682731
276907,Legend,25000000,42972994,1.71891976
189,Sin City: A Dame to Kill For,65000000,39407616,0.606271015
1598,Cape Fear,35000000,182300000,5.208571429
500,Reservoir Dogs,1200000,14661007,12.21750583
64689,Killing Them Softly,15000000,37930465,2.528697667
181283,Child 44,50000000,3324330,0.0664866
158011,The Call,13000000,68572378,5.274798308
8080,Suspect Zero,27000000,13000000,0.481481481
136835,No Good Deed,13200000,53830415,4.078061742
10128,Alien Nation,16000000,32155047,2.009690438
11507,Body Double,10000000,8801940,0.880194
521,Dial M for Murder,1400000,3000000,2.142857143
807,Se7en,33000000,327311859,9.918541182
3489,88 Minutes,30000000,16930884,0.5643628
320,Insomnia,46000000,113714830,2.472061522
1835,"Farewell, My Lovely",2500000,2000000,0.8
601,E.T. the Extra-Terrestrial,10500000,792965326,75.52050724
70160,The Hunger Games,75000000,691210692,9.21614256
871,Planet of the Apes,5800000,33395426,5.757832069
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78000000,3.12
2135,The Time Machine,80000000,123729176,1.5466147
1895,Star Wars: Episode III - Revenge of the Sith,113000000,850000000,7.522123894
131631,The Hunger Games: Mockingjay - Part 1,125000000,752100229,6.016801832
152,Star Trek: The Motion Picture,35000000,139000000,3.971428571
76757,Jupiter Ascending,176000003,183987723,1.045384772
19405,Recess: School's Out,10000000,44460850,4.446085
31011,Mr. Nobody,47000000,3547209,0.075472532
38,Eternal Sunshine of the Spotless Mind,20000000,72258126,3.6129063
76726,Chronicle,15000000,145000000,9.666666667
185,A Clockwork Orange,2200000,26589000,12.08590909
9348,Species,35000000,113374103,3.239260086
8078,Alien: Resurrection,70000000,162000000,2.314285714
5876,The Mist,18000000,57096190,3.172010556
158015,The Purge,3000000,89328627,29.776209
98566,Teenage Mutant Ninja Turtles,125000000,477200000,3.8176
174,Star Trek VI: The Undiscovered Country,27000000,96900000,3.588888889
200,Star Trek: Insurrection,70000000,118000000,1.685714286
193,Star Trek: Generations,38000000,120000000,3.157894737
201,Star Trek: Nemesis,60000000,67312826,1.121880433
172,Star Trek V: The Final Frontier,30000000,70200000,2.34
199,Star Trek: First Contact,46000000,150000000,3.260869565
97,Tron,17000000,33000000,1.941176471
82700,After Earth,130000000,243843127,1.875716362
80274,Ender's Game,110000000,125537191,1.141247191
8854,Steel,16000000,1686429,0.105401813
13475,Star Trek,150000000,385680446,2.571202973
102899,Ant-Man,130000000,519311965,3.994707423
24428,The Avengers,220000000,1519557910,6.907081409
91314,Transformers: Age of Extinction,210000000,1091405097,5.197167129
119450,Dawn of the Planet of the Apes,170000000,710644566,4.180262153
68724,Elysium,115000000,286140700,2.48818
8077,Alien³,50000000,159773545,3.1954709
10216,Species II,35000000,19165560,0.547587429
87101,Terminator Genisys,155000000,440603537,2.842603465
6341,Blue Thunder,22000000,42313354,1.923334273
87421,Riddick,38000000,98337295,2.587823553
169,Predator 2,35000000,57120318,1.632009086
1103,Escape from New York,6000000,50244700,8.374116667
889,The Flintstones in Viva Rock Vegas,83000000,59468275,0.716485241
84329,Robot & Frank,2500000,3325038,1.3300152
816,Austin Powers: International Man of Mystery,16500000,67683989,4.102059939
38050,The Adjustment Bureau,50200000,127869379,2.547198785
9741,Unbreakable,75000000,248118121,3.308241613
49047,Gravity,105000000,716392705,6.822787667
145135,Dark Skies,3500000,25174316,7.192661714
227719,Project Almanac,12000000,32248241,2.687353417
206487,Predestination,5500000,3000000,0.545454545
10514,The Andromeda Strain,6500000,12376563,1.904086615
15050,Brainstorm,15000000,10219460,0.681297333
30194,The Manhattan Project,18000000,3900000,0.216666667
1272,Sunshine,50000000,32017803,0.64035606
1954,The Butterfly Effect,13000000,96060858,7.389296769
23535,Class of 1999,5200000,2459895,0.473056731
238615,Self/less,26000000,30523226,1.173970231
2067,Mission to Mars,90000000,60874615,0.676384611
15785,Cherry 2000,10000000,14000,0.0014
43353,Robot Monster,16000,1000000,62.5
9482,Judge Dredd,90000000,113493481,1.261038678
3604,Flash Gordon,35000000,27107960,0.774513143
8452,The 6th Day,82000000,96085477,1.17177411
10540,Outland,16000000,17374595,1.085912188
246655,X-Men: Apocalypse,178000000,543934787,3.05581341
14460,Battle Beyond the Stars,2000000,11000000,5.5
8069,Barbarella,9000000,2500000,0.277777778
42684,Skyline,10000000,66821036,6.6821036
36677,Solarbabies,25000000,1579260,0.0631704
10153,Sphere,75000000,13100000,0.174666667
270654,Parts Per Billion,500000,15000000,30
27873,Battletruck,1000000,3000000,3
426,Vertigo,2479000,28000000,11.29487697
10956,Joe Dirt,17700000,30987695,1.750717232
9637,Scooby-Doo,84000000,275650703,3.281555988
328387,Nerve,19000000,85241496,4.486394526
335791,When the Bough Breaks,10000000,30658387,3.0658387
2026,Hostage,52000000,77944725,1.498937019
473,Pi,60000,3221152,53.68586667
397837,Before I Fall,5000000,10025571,2.0051142
345,Eyes Wide Shut,65000000,162091208,2.493710892
1411,The Rapture,1227401,1277401,1.040736483
15,Citizen Kane,839727,23217674,27.64907404
282984,Irrational Man,11000000,27391084,2.490098545
12238,The Night Flier,1000000,91549,0.091549
1842,The Legend of Boggy Creek,100000,22000000,220
29427,The Crazies,20000000,54956140,2.747807
43552,Vanishing on 7th Street,10000000,1068682,0.1068682
9424,Disturbing Behavior,15000000,17507368,1.167157867
14435,My Bloody Valentine,15000000,100734718,6.715647867
310131,The Witch,3500000,40423945,11.54969857
10349,The Dark Half,15000000,10611160,0.707410667
62046,Flypaper,5000000,3142154,0.6284308
11843,The Return of the Pink Panther,5000000,41833347,8.3666694
201085,Crimson Peak,55000000,74679822,1.357814945
210577,Gone Girl,61000000,369330363,6.054596115
10866,Joy Ride,23000000,36642838,1.59316687
8066,Stay,50000000,8342132,0.16684264
9708,The Wicker Man,40000000,38755073,0.968876825
9966,The Messengers,16000000,1109660,0.06935375
419430,Get Out,5000000,252434250,50.48685
241848,The Guest,5000000,2367161,0.4734322
13027,Eagle Eye,80000000,178066569,2.225832113
11456,Domestic Disturbance,75000000,54249294,0.72332392
16617,Mindhunters,27000000,21148829,0.783289963
42707,Road to Nowhere,5000000,27046,0.0054092
77,Memento,9000000,39723096,4.413677333
11462,Suspicion,1103000,4500000,4.079782412
213,North by Northwest,4000000,13275000,3.31875
2071,Shattered,22000000,11511031,0.523228682
982,The Manchurian Candidate,80000000,96105910,1.201323875
204922,Before I Go to Sleep,22000000,15447154,0.702143364
2832,Identity,30000000,90259536,3.0086512
18777,Slow Burn,15500000,1237615,0.079846129
20649,Clockers,25000000,13071518,0.52286072
963,The Maltese Falcon,375000,1000000,2.666666667
31909,Invaders from Mars,12000000,4884663,0.40705525
22824,The Fourth Kind,10000000,42333295,4.2333295
846,The X Files,66000000,189198313,2.866641106
2666,Dark City,27000000,27200316,1.007419111
67675,Glee: The Concert Movie,9000000,18663238,2.073693111
54518,Justin Bieber: Never Say Never,13000000,98441954,7.572458
24128,Stop Making Sense,1200000,4978922,4.149101667
101267,Katy Perry: Part of Me,12000000,32726956,2.727246333
21925,Naqoyqatsi,3000000,13308,0.004436
21173,Death of a President,2000000,167000,0.0835
9372,Super Size Me,65000,28575078,439.6165846
9012,Jackass: The Movie,5000000,64282312,12.8564624
1779,Roger & Me,160000,6706368,41.9148
29047,The Kid Stays in the Picture,40000,1434436,35.8609
13359,Expelled: No Intelligence Allowed,3500000,7700000,2.2
14271,Beyond the Mat,2053648,500000,0.243469183
43942,Freakonomics,3000000,103735,0.034578333
14275,Hoop Dreams,700000,7830611,11.18658714
1430,Bowling for Columbine,4000000,35564473,8.89111825
24982,Ghosts of the Abyss,13000000,17040871,1.310836231
44639,Inside Job,2000000,7871522,3.935761
66150,Life in a Day,45202,225861,4.996703686
14278,Murderball,300000,1750211,5.834036667
1781,An Inconvenient Truth,1000000,46243000,46.243
126509,2016: Obama's America,2500000,33400000,13.36
89750,"Pink Ribbons, Inc.",900000,25000,0.027777778
13362,Taxi to the Dark Side,1000000,274661,0.274661
291,Riding Giants,2600000,3166000,1.217692308
292081,Sunshine Superman,400000,88097,0.2202425
12901,No End in Sight,2000000,1431623,0.7158115
42296,Catfish,30000,3045943,101.5314333
31225,Paris is Burning,500000,3779620,7.55924
91911,Behind the Burly Q,250000,23859,0.095436
1777,Fahrenheit 9/11,6000000,119114517,19.8524195
17352,South Pacific,6000000,36800000,6.133333333
14024,Raise Your Voice,15000000,14867514,0.9911676
8328,Step Up 2: The Streets,23000000,150816700,6.557247826
2148,The Cotton Club,58000000,25928721,0.447046914
11568,Blues Brothers 2000,28000000,14051384,0.501835143
8872,Wayne's World,20000000,121697323,6.08486615
9833,The Phantom of the Opera,70000000,154648887,2.209269814
10198,The Princess and the Frog,105000000,267045765,2.543293
10020,Beauty and the Beast,25000000,377350553,15.09402212
31005,Moonlight Mile,21000000,10011050,0.476716667
24803,Julie & Julia,40000000,129540499,3.238512475
313,Snow Cake,12000000,1381665,0.11513875
16635,In My Country,12000000,163536,0.013628
9981,Kicking & Screaming,45000000,56070433,1.246009622
2621,Return to Me,24000000,36609995,1.525416458
509,Notting Hill,42000000,363889678,8.664039952
854,The Mask,23000000,351583407,15.28623509
12657,Soul Plane,16000000,14822346,0.926396625
11648,Must Love Dogs,30000000,58405313,1.946843767
81836,To Rome with Love,17000000,73244881,4.308522412
112949,Safe Haven,28000000,97594140,3.485505
24100,The Little Vampire,22000000,13555988,0.616181273
18736,The Lizzie McGuire Movie,17000000,55534455,3.266732647
11876,The Horseman on the Roof,35000000,15000000,0.428571429
50601,5 Days of War,20000000,17479,0.00087395
22972,Green Zone,100000000,94882889,0.94882889
316152,Free State of Jones,50000000,25035950,0.500719
60747,Red Dawn,65000000,44806783,0.689335123
51200,71: Into the Fire,10400000,20967660,2.016121154
9872,Explorers,25000000,9873044,0.39492176
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,4.16003865
15028,Clockstoppers,26000000,38793283,1.492049346
15028,Clockstoppers,26000000,38793283,1.492049346
50619,The Twilight Saga: Breaking Dawn - Part 1,110000000,712171856,6.4742896
8844,Jumanji,65000000,262797249,4.0430346
674,Harry Potter and the Goblet of Fire,150000000,895921036,5.972806907
18239,The Twilight Saga: New Moon,50000000,709827462,14.19654924
46528,The Warrior's Way,42000000,11087569,0.263989738
32985,Solomon Kane,45000000,7810000,0.173555556
23047,Season of the Witch,40000000,88100000,2.2025
1911,The 13th Warrior,160000000,61698899,0.385618119
16081,Doctor Dolittle,18000000,9000000,0.5
11976,Legend,25000000,15502112,0.62008448
9837,The Prince of Egypt,70000000,218613188,3.123045543
137116,Smurfs: The Lost Village,60000000,197183546,3.286392433
4476,Legends of the Fall,30000000,160638883,5.354629433
11046,Where Eagles Dare,7700000,21000000,2.727272727
11085,Mutiny on the Bounty,19000000,13680000,0.72
285783,The Walk,35000000,61181942,1.748055486
2160,Voyage to the Bottom of the Sea,1580000,7000000,4.430379747
5915,Into the Wild,15000000,56255142,3.7503428
83770,On the Road,25000000,8784318,0.35137272
8358,Cast Away,90000000,429632142,4.773690467
35073,"The Beast from 20,000 Fathoms",210000,5000000,23.80952381
564,The Mummy,80000000,415885488,5.1985686
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,2.751878426
